recept,kategorija,mesto 
3048161457448126,140,5
3048161457448126,9948,6
3048181457450017,13,0
3048181457450017,14,1
3048181457450017,21,2
3048181457450017,50,3
3048181457450017,59,4
3048181457450017,144,5
3048201457451762,16,0
3048201457451762,16,0
3048201457451762,18,1
3048201457451762,18,1
3048201457451762,21,2
3048201457451762,21,2
3048201457451762,22,3
3048201457451762,22,3
3048201457451762,59,4
3048201457451762,59,4
3048201457451762,81,5
3048201457451762,81,5
3048201457451762,138,6
3048201457451762,138,6
3048201457451762,144,7
3048201457451762,144,7
3048201457451762,7710,8
3048201457451762,7710,8
3048201457451762,9948,9
3048201457451762,9948,9
3048291457456818,10,0
3048291457456818,11,1
3048291457456818,50,2
3048291457456818,109,3
3048291457456818,126,4
3048701457515614,18,0
3048701457515614,21,1
3048701457515614,32,2
3048701457515614,50,3
3048701457515614,137,4
3048741457516321,16,0
3048741457516321,16,0
3048741457516321,18,1
3048741457516321,18,1
3048741457516321,21,2
3048741457516321,21,2
3048741457516321,22,3
3048741457516321,22,3
3048741457516321,40,4
3048741457516321,40,4
3048741457516321,47,5
3048741457516321,47,5
3048741457516321,50,6
3048741457516321,50,6
3048741457516321,59,7
3048741457516321,59,7
3048741457516321,69,8
3048741457516321,69,8
3048741457516321,9948,9
3048741457516321,9948,9
3048771457516734,16,0
3048771457516734,16,0
3048771457516734,18,1
3048771457516734,18,1
3048771457516734,21,2
3048771457516734,21,2
3048771457516734,22,3
3048771457516734,22,3
3048771457516734,50,4
3048771457516734,50,4
3048771457516734,59,5
3048771457516734,59,5
3048771457516734,66,6
3048771457516734,66,6
3048771457516734,9948,7
3048771457516734,9948,7
3048781457516789,15,0
3048781457516789,15,0
3048781457516789,15,0
3048781457516789,15,0
3048781457516789,16,1
3048781457516789,16,1
3048781457516789,16,1
3048781457516789,16,1
3048781457516789,18,2
3048781457516789,18,2
3048781457516789,18,2
3048781457516789,18,2
3048781457516789,19,3
3048781457516789,19,3
3048781457516789,19,3
3048781457516789,19,3
3048781457516789,20,4
3048781457516789,20,4
3048781457516789,20,4
3048781457516789,20,4
3048781457516789,50,5
3048781457516789,50,5
3048781457516789,50,5
3048781457516789,50,5
3048801457518196,15,0
3048801457518196,15,0
3048801457518196,15,0
3048801457518196,16,1
3048801457518196,16,1
3048801457518196,16,1
3048801457518196,18,2
3048801457518196,18,2
3048801457518196,18,2
3048801457518196,21,3
3048801457518196,21,3
3048801457518196,21,3
3048801457518196,22,4
3048801457518196,22,4
3048801457518196,22,4
3048801457518196,50,5
3048801457518196,50,5
3048801457518196,50,5
3048831457519312,18,0
3048831457519312,21,1
3048831457519312,32,2
3048831457519312,50,3
3048831457519312,57,4
3048831457519312,81,5
3048831457519312,144,6
3048881457520308,18,0
3048881457520308,21,1
3048881457520308,50,2
3048881457520308,107,3
3048881457520308,165,4
3048891457520625,18,0
3048891457520625,21,1
3048891457520625,32,2
3048891457520625,50,3
3048891457520625,57,4
3048891457520625,69,5
3048891457520625,165,6
3048951457521831,15,0
3048951457521831,15,0
3048951457521831,18,1
3048951457521831,18,1
3048951457521831,23,2
3048951457521831,23,2
3048951457521831,32,3
3048951457521831,32,3
3048951457521831,50,4
3048951457521831,50,4
3048951457521831,57,5
3048951457521831,57,5
3048951457521831,94,6
3048951457521831,94,6
3049151457530195,11,0
3049151457530195,18,1
3049151457530195,32,2
3049151457530195,46,3
3049151457530195,50,4
3049151457530195,53,5
3049151457530195,57,6
3049151457530195,109,7
3049151457530195,113,8
3049261457533694,18,0
3049261457533694,32,1
3049261457533694,50,2
3049261457533694,53,3
3049261457533694,69,4
3049261457533694,83,5
3049261457533694,98,6
3049261457533694,9947,7
3049261457533694,9948,8
3049301457534661,18,0
3049301457534661,18,0
3049301457534661,19,1
3049301457534661,19,1
3049301457534661,21,2
3049301457534661,21,2
3049301457534661,28,3
3049301457534661,28,3
3049301457534661,29,4
3049301457534661,29,4
3049301457534661,32,5
3049301457534661,32,5
3049301457534661,36,6
3049301457534661,36,6
3049301457534661,37,7
3049301457534661,37,7
3049301457534661,42,8
3049301457534661,42,8
3049301457534661,50,9
3049301457534661,50,9
3049301457534661,144,10
3049301457534661,144,10
3049301457534661,1609,11
3049301457534661,1609,11
3049301457534661,3818,12
3049301457534661,3818,12
3049301457534661,9948,13
3049301457534661,9948,13
3050011457595069,10,0
3050011457595069,11,1
3050011457595069,50,2
3050141457603242,19,0
3050141457603242,20,1
3050141457603242,32,2
3050141457603242,34,3
3050141457603242,35,4
3050141457603242,45,5
3050141457603242,49,6
3050141457603242,50,7
3050141457603242,51,8
3050141457603242,53,9
3050141457603242,57,10
3050141457603242,91,11
3050371457617839,15,0
3050371457617839,18,1
3050371457617839,21,2
3050371457617839,32,3
3050371457617839,50,4
3050371457617839,57,5
3050371457617839,71,6
3050371457617839,77,7
3050371457617839,109,8
3050371457617839,144,9
3050371457617839,165,10
3052171457803436,15,0
3052171457803436,32,1
3052171457803436,36,2
3052171457803436,45,3
3052171457803436,57,4
3052171457803436,68,5
3052171457803436,144,6
3052191457804174,11,0
3052191457804174,12,1
3052191457804174,50,2
3052201457804465,11,0
3052201457804465,12,1
3052201457804465,49,2
3052201457804465,50,3
305261110808823,15,0
305261110808823,15,0
305261110808823,18,1
305261110808823,18,1
305261110808823,19,2
305261110808823,19,2
305261110808823,20,3
305261110808823,20,3
305261110808823,32,4
305261110808823,32,4
305261110808823,48,5
305261110808823,48,5
305261110808823,49,6
305261110808823,49,6
305261110808823,50,7
305261110808823,50,7
305261110808823,57,8
305261110808823,57,8
305261110808823,64,9
305261110808823,64,9
305261110808823,71,10
305261110808823,71,10
305261110808823,77,11
305261110808823,77,11
305261110808823,99,12
305261110808823,99,12
305261110808823,102,13
305261110808823,102,13
305261110808823,146,14
305261110808823,146,14
305261110808823,7710,15
305261110808823,7710,15
3053821457974755,11,0
3053821457974755,32,1
3053821457974755,50,2
3053821457974755,109,3
3053821457974755,113,4
3053841457979275,13,0
3053841457979275,14,1
3053841457979275,18,2
3053841457979275,21,3
3053841457979275,32,4
3053841457979275,49,5
3053841457979275,50,6
3053841457979275,144,7
3053841457979275,165,8
3055211458131165,14,0
3055211458131165,18,1
3055211458131165,21,2
3055211458131165,24,3
3055211458131165,32,4
3055211458131165,49,5
3055211458131165,50,6
3055211458131165,110,7
3055211458131165,123,8
3055211458131165,143,9
3055211458131165,144,10
3055211458131165,152,11
3055211458131165,211,12
3055421458145677,10,0
3055421458145677,11,1
3055421458145677,156,2
3055571458153052,18,0
3055571458153052,21,1
3055571458153052,46,2
3055571458153052,58,3
3055571458153052,66,4
3055571458153052,71,5
305811110878458,15,0
305811110878458,15,0
305811110878458,16,1
305811110878458,16,1
305811110878458,18,2
305811110878458,18,2
305811110878458,94,3
305811110878458,94,3
3059521458564020,18,0
3059521458564020,23,1
3059521458564020,32,2
3059521458564020,99,3
3059521458564020,122,4
3059551458564592,16,0
3059551458564592,16,0
3059551458564592,18,1
3059551458564592,18,1
3059551458564592,21,2
3059551458564592,21,2
3059551458564592,59,3
3059551458564592,59,3
3059551458564592,81,4
3059551458564592,81,4
3059551458564592,138,5
3059551458564592,138,5
3059551458564592,144,6
3059551458564592,144,6
3059551458564592,7710,7
3059551458564592,7710,7
3059551458564592,9948,8
3059551458564592,9948,8
3059611458565061,18,0
3059611458565061,21,1
3059611458565061,50,2
3059611458565061,59,3
3059611458565061,69,4
3059611458565061,99,5
3059611458565061,138,6
3059631458565542,16,0
3059631458565542,21,1
3059631458565542,22,2
3059631458565542,49,3
3059631458565542,50,4
3059631458565542,59,5
3059631458565542,69,6
3059631458565542,138,7
3059631458565542,140,8
3059631458565542,165,9
3059631458565542,9948,10
3059661458566082,18,0
3059661458566082,21,1
3059661458566082,30,2
3059661458566082,59,3
3059661458566082,83,4
3059661458566082,99,5
3059661458566082,155,6
3060381458635389,13,0
3060381458635389,14,1
3060381458635389,21,2
3060381458635389,58,3
3060381458635389,66,4
3061141458679856,10,0
3061141458679856,11,1
3061141458679856,45,2
3061141458679856,50,3
3062591458824421,11,0
3062591458824421,18,1
3062591458824421,49,2
3062591458824421,50,3
3062591458824421,109,4
3062591458824421,113,5
3064481458997589,14,0
3064481458997589,32,1
3064481458997589,34,2
3064481458997589,35,3
3064481458997589,49,4
3064481458997589,50,5
3064481458997589,57,6
3064481458997589,144,7
3065461459089006,18,0
3065461459089006,21,1
3065461459089006,23,2
3065461459089006,27,3
3065461459089006,32,4
3065461459089006,34,5
3065461459089006,35,6
3065461459089006,78,7
3065461459089006,83,8
3065461459089006,109,9
3065461459089006,138,10
3065721459106854,11,0
3065721459106854,12,1
3065721459106854,45,2
3065721459106854,50,3
3066771459189962,18,0
3066771459189962,21,1
3066771459189962,22,2
3066771459189962,23,3
3066771459189962,59,4
3066771459189962,112,5
3066771459189962,155,6
30671008328070,10,0
30671008328070,11,1
30671008328070,45,2
30671008328070,50,3
30681008328224,11,0
30681008328224,12,1
30681008328224,45,2
30681008328224,50,3
306821110995238,11,0
306821110995238,12,1
306821110995238,45,2
306821110995238,50,3
3068291459349124,14,0
3068291459349124,14,0
3068291459349124,14,0
3068291459349124,14,0
3068291459349124,15,1
3068291459349124,15,1
3068291459349124,15,1
3068291459349124,15,1
3068291459349124,18,2
3068291459349124,18,2
3068291459349124,18,2
3068291459349124,18,2
3068291459349124,19,3
3068291459349124,19,3
3068291459349124,19,3
3068291459349124,19,3
3068291459349124,20,4
3068291459349124,20,4
3068291459349124,20,4
3068291459349124,20,4
3068291459349124,32,5
3068291459349124,32,5
3068291459349124,32,5
3068291459349124,32,5
3068291459349124,36,6
3068291459349124,36,6
3068291459349124,36,6
3068291459349124,36,6
3068291459349124,49,7
3068291459349124,49,7
3068291459349124,49,7
3068291459349124,49,7
3068291459349124,50,8
3068291459349124,50,8
3068291459349124,50,8
3068291459349124,50,8
3068291459349124,57,9
3068291459349124,57,9
3068291459349124,57,9
3068291459349124,57,9
3068291459349124,148,10
3068291459349124,148,10
3068291459349124,148,10
3068291459349124,148,10
3068291459349124,2678,11
3068291459349124,2678,11
3068291459349124,2678,11
3068291459349124,2678,11
3069001459422572,15,0
3069001459422572,15,0
3069001459422572,18,1
3069001459422572,18,1
3069001459422572,19,2
3069001459422572,19,2
3069001459422572,20,3
3069001459422572,20,3
3069001459422572,27,4
3069001459422572,27,4
3069001459422572,32,5
3069001459422572,32,5
3069001459422572,50,6
3069001459422572,50,6
3069001459422572,71,7
3069001459422572,71,7
3069001459422572,77,8
3069001459422572,77,8
3069001459422572,109,9
3069001459422572,109,9
3069001459422572,124,10
3069001459422572,124,10
3069351459446428,10,0
3069351459446428,11,1
3069351459446428,45,2
3069351459446428,50,3
3069351459446428,106,4
3069351459446428,109,5
3069681459501826,18,0
3069681459501826,18,0
3069681459501826,19,1
3069681459501826,19,1
3069681459501826,21,2
3069681459501826,21,2
3069681459501826,28,3
3069681459501826,28,3
3069681459501826,29,4
3069681459501826,29,4
3069681459501826,32,5
3069681459501826,32,5
3069681459501826,37,6
3069681459501826,37,6
3069681459501826,42,7
3069681459501826,42,7
3069681459501826,78,8
3069681459501826,78,8
3069681459501826,144,9
3069681459501826,144,9
3069681459501826,1609,10
3069681459501826,1609,10
3070471459609565,13,0
3070471459609565,14,1
3070471459609565,18,2
3070471459609565,21,3
3070471459609565,32,4
3070471459609565,50,5
3070471459609565,57,6
3070471459609565,81,7
3070471459609565,109,8
3070471459609565,138,9
3070471459609565,144,10
3071221459696818,15,0
3071221459696818,18,1
3071221459696818,32,2
3071221459696818,36,3
3071221459696818,45,4
3071221459696818,49,5
3071221459696818,50,6
3071221459696818,68,7
3071221459696818,77,8
3072091459794053,13,0
3072091459794053,14,1
3072091459794053,21,2
3072091459794053,32,3
3072091459794053,49,4
3072091459794053,50,5
3072091459794053,57,6
3072091459794053,165,7
3072501459860594,18,0
3072501459860594,21,1
3072501459860594,32,2
3072501459860594,50,3
3072501459860594,55,4
3072501459860594,81,5
3072501459860594,144,6
3072501459860594,165,7
3073551459958059,11,0
3073551459958059,11,0
3073551459958059,12,1
3073551459958059,12,1
3073551459958059,27,2
3073551459958059,27,2
3073551459958059,50,3
3073551459958059,50,3
3074301460049786,14,0
3074301460049786,14,0
3074301460049786,15,1
3074301460049786,15,1
3074301460049786,18,2
3074301460049786,18,2
3074301460049786,25,3
3074301460049786,25,3
3074301460049786,49,4
3074301460049786,49,4
3074301460049786,50,5
3074301460049786,50,5
3074301460049786,61,6
3074301460049786,61,6
3074301460049786,71,7
3074301460049786,71,7
3074301460049786,77,8
3074301460049786,77,8
3074301460049786,94,9
3074301460049786,94,9
3074301460049786,109,10
3074301460049786,109,10
3074301460049786,110,11
3074301460049786,110,11
3074301460049786,148,12
3074301460049786,148,12
3074771460112180,11,0
